'Elapsed time','ABP'
seconds','mmhg'
34.640,137.136
34.660,131.100
34.680,123.732
34.700,114.697
34.720,104.728
34.740,94.958
34.760,86.682
34.780,81.692
34.800,79.066
34.820,78.419
34.840,78.954
34.860,80.285
34.880,81.231
34.900,81.629
34.920,80.821
34.940,78.543
34.960,75.880
34.980,72.370
35.000,70.005
35.020,67.765
35.040,65.861
35.060,64.293
35.080,68.574
35.100,94.137
35.120,117.385
35.140,130.478
35.160,138.107
35.180,135.331
35.200,129.295
35.220,122.077
35.240,111.946
35.260,101.530
35.280,91.934
35.300,84.716
35.320,79.987
35.340,77.634
35.360,77.261
35.380,78.145
35.400,79.290
35.420,80.397
35.440,80.310
35.460,79.427
35.480,77.162
35.500,74.274
35.520,71.225
35.540,68.313
35.560,66.210
35.580,64.231
35.600,62.800
35.620,68.512
35.640,98.929
35.660,119.513
35.680,131.971
35.700,137.173
35.720,132.867
35.740,125.649
35.760,117.124
35.780,106.769
35.800,96.327
35.820,88.026
35.840,81.007
35.860,77.162
35.880,75.954
35.900,76.763
35.920,78.045
35.940,78.817
35.960,79.937
35.980,79.875
36.000,78.767
36.020,76.427
36.040,74.063
36.060,70.976
36.080,68.363
36.100,66.210
36.120,64.393
36.140,63.260
36.160,69.383
36.180,96.875
36.200,118.903
36.220,130.988
36.240,136.974
36.260,133.153
36.280,126.259
36.300,116.838
36.320,106.632
36.340,96.564
36.360,87.728
36.380,81.306
36.400,77.858
36.420,76.602
36.440,77.124
36.460,78.543
36.480,79.738
36.500,80.012
36.520,80.186
36.540,79.115
36.560,77.062
36.580,74.424
36.600,71.225
36.620,68.798
36.640,66.458
36.660,64.318
36.680,62.576
36.700,64.517
36.720,84.641
36.740,113.627
36.760,128.648
36.780,139.326
36.800,138.020
36.820,132.183
36.840,124.603
36.860,115.020
36.880,104.828
36.900,95.543
36.920,86.608
36.940,81.517
36.960,78.468
36.980,77.958
37.000,78.244
37.020,79.539
37.040,80.385
37.060,80.933
37.080,80.435
37.100,78.867
37.120,76.004
37.140,72.781
37.160,70.155
37.180,67.305
37.200,65.052
37.220,63.658
37.240,64.492
37.260,82.414
37.280,111.436
37.300,126.321
37.320,136.862
37.340,136.924
37.360,130.938
37.380,123.570
37.400,114.485
37.420,105.027
37.440,95.357
37.460,86.745
37.480,81.069
37.500,78.033
37.520,77.386
37.540,77.386
37.560,78.680
37.580,79.775
37.600,80.298
37.620,79.539
37.640,77.958
37.660,75.008
37.680,72.246
37.700,69.582
37.720,67.143
37.740,64.778
37.760,63.285
37.780,64.417
37.800,81.443
37.820,110.241
37.840,124.902
37.860,135.195
37.880,135.082
37.900,130.465
37.920,122.127
37.940,111.598
37.960,103.396
37.980,91.362
38.000,83.509
38.020,78.468
38.040,75.967
38.060,76.303
38.080,77.423
38.100,78.717
38.120,79.887
38.140,80.335
38.160,79.489
38.180,77.883
38.200,75.693
38.220,72.831
38.240,69.943
38.260,67.379
38.280,65.650
38.300,64.268
38.320,66.010
38.340,82.824
38.360,112.245
38.380,126.993
38.400,136.451
38.420,136.327
38.440,129.955
38.460,121.865
38.480,112.183
38.500,102.202
38.520,91.511
38.540,84.131
38.560,79.564
38.580,78.083
38.600,78.058
38.620,78.954
38.640,79.875
38.660,80.982
38.680,80.970
38.700,80.111
38.720,77.896
38.740,75.332
38.760,72.532
38.780,69.632
38.800,67.193
38.820,65.264
38.840,63.397
38.860,64.106
38.880,81.580
38.900,111.212
38.920,126.781
38.940,138.144
38.960,139.065
38.980,133.813
39.000,127.242
39.020,119.812
39.040,109.296
39.060,98.530
39.080,89.532
39.100,83.471
39.120,79.850
39.140,78.506
39.160,78.929
39.180,79.875
39.200,81.107
39.220,81.816
39.240,81.480
39.260,79.875
39.280,76.714
39.300,73.938
39.320,70.628
39.340,68.338
39.360,65.961
39.380,64.567
39.400,64.903
39.420,81.231
39.440,111.001
39.460,126.844
39.480,137.808
39.500,138.169
39.520,132.967
39.540,125.960
39.560,117.049
39.580,106.719
39.600,97.099
39.620,88.636
39.640,82.451
39.660,79.016
39.680,78.045
39.700,78.394
39.720,79.464
39.740,80.721
39.760,80.870
39.780,80.435
39.800,78.717
39.820,75.942
39.840,73.079
39.860,69.508
39.880,67.566
39.900,65.289
39.920,63.795
39.940,64.953
39.960,84.280
39.980,112.880
40.000,125.860
40.020,136.924
40.040,136.053
40.060,130.316
40.080,122.587
40.100,112.967
40.120,103.098
40.140,93.341
40.160,85.587
40.180,79.651
40.200,77.398
40.220,76.975
40.240,78.195
40.260,79.290
40.280,80.111
40.300,80.397
40.320,79.725
40.340,77.933
40.360,75.531
40.380,72.681
40.400,70.093
40.420,67.691
40.440,65.923
40.460,64.393
40.480,66.894
40.500,88.151
40.520,114.585
40.540,128.698
40.560,137.895
40.580,136.190
40.600,129.843
40.620,121.679
40.640,110.627
40.660,100.148
40.680,90.640
40.700,84.380
40.720,79.924
40.740,78.045
40.760,77.834
40.780,79.315
40.800,80.348
40.820,80.957
40.840,81.331
40.860,80.621
40.880,78.705
40.900,75.942
40.920,72.681
40.940,69.893
40.960,67.467
40.980,65.139
41.000,63.347
41.020,64.542
41.040,83.173
41.060,114.124
41.080,128.076
41.100,140.347
41.120,139.998
41.140,134.933
41.160,127.192
41.180,117.833
41.200,107.877
41.220,97.510
41.240,88.611
41.260,82.638
41.280,79.676
41.300,78.966
41.320,79.489
41.340,80.335
41.360,81.306
41.380,81.853
41.400,81.381
41.420,79.688
41.440,76.676
41.460,73.353
41.480,70.466
41.500,68.052
41.520,65.948
41.540,64.281
41.560,64.007
41.580,77.946
41.600,108.113
41.620,125.300
41.640,137.074
41.660,139.065
41.680,133.639
41.700,127.105
41.720,118.244
41.740,108.462
41.760,98.132
41.780,89.370
41.800,83.023
41.820,79.128
41.840,78.008
41.860,78.443
41.880,79.414
41.900,80.559
41.920,81.393
41.940,81.356
41.960,79.476
41.980,77.386
42.000,73.839
42.020,71.026
42.040,67.815
42.060,65.811
42.080,64.069
42.100,62.737
42.120,70.005
42.140,98.132
42.160,120.098
42.180,132.581
42.200,138.443
42.220,134.274
42.240,127.491
42.260,118.144
42.280,108.051
42.300,97.958
42.320,89.059
42.340,82.127
42.360,78.045
42.380,77.062
42.400,77.572
42.420,78.730
42.440,79.837
42.460,80.746
42.480,80.920
42.500,79.700
42.520,77.311
42.540,74.984
42.560,71.710
42.580,68.836
42.600,66.969
42.620,65.090
42.640,64.181
42.660,68.052
42.680,93.527
42.700,118.095
42.720,131.150
42.740,138.343
42.760,135.095
42.780,128.374
42.800,119.675
42.820,109.955
42.840,100.372
42.860,90.553
42.880,83.409
42.900,79.364
42.920,77.896
42.940,78.543
42.960,79.427
42.980,80.260
43.000,80.808
43.020,80.796
43.040,79.850
43.060,78.033
43.080,74.710
43.100,71.549
43.120,68.711
43.140,66.832
43.160,65.002
43.180,63.297
43.200,64.442
43.220,83.061
43.240,112.382
43.260,128.424
43.280,139.787
43.300,139.451
43.320,134.572
43.340,127.205
43.360,118.406
43.380,108.350
43.400,98.331
43.420,89.669
43.440,83.384
43.460,80.335
43.480,79.290
43.500,79.464
43.520,80.522
43.540,81.306
43.560,81.592
43.580,81.269
43.600,79.875
43.620,77.137
43.640,74.262
43.660,70.839
43.680,68.101
43.700,66.073
43.720,64.318
43.740,63.808
43.760,73.167
43.780,103.683
43.800,123.085
43.820,135.630
43.840,139.886
43.860,135.344
43.880,128.847
43.900,120.235
43.920,110.914
43.940,100.845
43.960,91.212
43.980,84.280
44.000,80.036
44.020,78.543
44.040,78.468
44.060,78.916
44.080,79.900
44.100,80.410
44.120,80.447
44.140,79.476
44.160,77.087
44.180,73.851
44.200,70.976
44.220,68.425
44.240,66.272
44.260,64.417
44.280,63.335
44.300,68.313
44.320,93.901
44.340,117.796
44.360,131.125
44.380,138.667
44.400,135.580
44.420,129.495
44.440,121.305
44.460,111.225
44.480,100.484
44.500,91.138
44.520,84.231
44.540,79.949
44.560,77.933
44.580,77.809
44.600,79.140
44.620,79.775
44.640,80.821
44.660,80.746
44.680,79.539
44.700,77.883
44.720,75.880
44.740,72.980
44.760,69.707
44.780,67.641
44.800,65.923
44.820,64.567
44.840,64.753
44.860,83.173
44.880,112.208
44.900,127.590
44.920,137.808
44.940,137.198
44.960,131.050
44.980,123.085
45.000,113.490
45.020,104.728
45.040,94.473
45.060,86.695
45.080,80.920
45.100,79.053
45.120,78.456
45.140,79.364
45.160,80.447
45.180,80.771
45.200,80.808
45.220,80.335
45.240,78.443
45.260,76.017
45.280,72.893
45.300,69.993
45.320,67.205
45.340,65.251
45.360,63.920
45.380,63.210
45.400,71.561
45.420,101.256
45.440,122.650
45.460,135.767
45.480,140.870
45.500,136.738
45.520,130.888
45.540,122.538
45.560,112.606
45.580,102.314
45.600,92.793
45.620,85.525
45.640,80.933
45.660,78.929
45.680,79.265
45.700,79.788
45.720,80.696
45.740,81.318
45.760,81.468
45.780,80.895
45.800,78.929
45.820,75.967
45.840,72.756
45.860,70.329
45.880,67.902
45.900,65.500
45.920,63.920
45.940,64.841
45.960,83.434
45.980,112.930
46.000,127.665
46.020,137.808
46.040,138.107
46.060,132.369
46.080,125.425
46.100,116.788
46.120,107.068
46.140,96.950
46.160,88.151
46.180,82.364
46.200,78.954
46.220,78.518
46.240,78.854
46.260,79.974
46.280,80.771
46.300,81.069
46.320,80.447
46.340,79.165
46.360,76.701
46.380,73.328
46.400,70.528
46.420,67.703
46.440,65.401
46.460,63.658
46.480,62.887
46.500,69.819
46.520,98.369
46.540,119.824
46.560,132.793
46.580,138.343
46.600,133.614
46.620,126.794
46.640,118.070
46.660,108.039
46.680,97.696
46.700,88.835
46.720,82.339
46.740,78.680
46.760,77.883
46.780,78.207
46.800,79.564
46.820,80.796
46.840,81.381
46.860,81.007
46.880,80.111
46.900,77.846
46.920,75.519
46.940,72.221
46.960,69.844
46.980,68.300
47.000,66.471
47.020,65.388
47.040,67.927
47.060,90.590
47.080,117.659
47.100,131.249
47.120,139.314
47.140,137.708
47.160,131.772
47.180,123.956
47.200,113.440
47.220,103.782
47.240,94.336
47.260,87.043
47.280,82.264
47.300,79.937
47.320,79.788
47.340,80.198
47.360,81.157
47.380,81.692
47.400,81.057
47.420,80.460
47.440,78.854
47.460,76.166
47.480,73.403
47.500,70.379
47.520,67.641
47.540,65.774
47.560,64.343
47.580,63.447
47.600,71.350
47.620,100.770
47.640,121.716
47.660,135.406
47.680,141.243
47.700,137.833
47.720,131.946
47.740,124.267
47.760,114.709
47.780,104.367
47.800,94.647
47.820,86.969
47.840,82.563
47.860,80.260
47.880,80.298
47.900,80.758
47.920,81.729
47.940,82.177
47.960,82.177
47.980,80.970
48.000,79.128
48.020,75.905
48.040,72.669
48.060,69.707
48.080,67.193
48.100,65.513
48.120,63.646
48.140,65.973
48.160,89.669
48.180,117.062
48.200,130.839
48.220,140.086
48.240,138.020
48.260,132.768
48.280,125.039
48.300,115.991
48.320,106.172
48.340,96.377
48.360,88.138
48.380,82.003
48.400,79.651
48.420,78.904
48.440,79.688
48.460,80.796
48.480,81.779
48.500,81.791
48.520,80.771
48.540,79.115
48.560,76.104
48.580,72.943
48.600,70.354
48.620,67.554
48.640,66.010
48.660,64.579
48.680,64.666
48.700,80.522
48.720,110.441
48.740,126.806
48.760,138.318
48.780,138.729
48.800,132.942
48.820,125.599
48.840,116.701
48.860,106.856
48.880,96.925
48.900,88.474
48.920,83.160
48.940,80.111
48.960,79.924
48.980,80.808
49.000,81.953
49.020,82.488
49.040,82.451
49.060,81.941
49.080,80.111
49.100,77.286
49.120,74.063
49.140,71.661
49.160,68.873
49.180,67.255
49.200,65.762
49.220,65.500
49.240,78.045
49.260,109.793
49.280,127.677
49.300,139.040
49.320,140.347
49.340,135.282
49.360,127.852
49.380,118.891
49.400,109.470
49.420,98.879
49.440,90.067
49.460,83.919
49.480,80.621
49.500,79.900
49.520,80.335
49.540,80.870
49.560,81.741
49.580,81.853
49.600,81.368
49.620,80.335
49.640,78.008
49.660,75.170
49.680,71.847
49.700,69.221
49.720,67.106
49.740,65.251
49.760,64.368
49.780,71.972
49.800,101.766
49.820,123.346
49.840,136.501
49.860,141.853
49.880,138.816
49.900,132.307
49.920,124.591
49.940,114.908
49.960,104.268
49.980,94.622
50.000,87.466
50.020,82.414
50.040,80.435
50.060,80.348
50.080,81.181
50.100,81.990
50.120,82.239
50.140,82.227
50.160,80.758
50.180,78.095
50.200,75.245
50.220,72.246
50.240,69.694
50.260,67.255
50.280,65.438
50.300,64.268
50.320,68.537
50.340,94.386
50.360,119.003
50.380,132.282
50.400,139.787
50.420,136.875
50.440,130.067
50.460,121.915
50.480,112.469
50.500,101.990
50.520,92.469
50.540,85.064
50.560,80.609
50.580,78.929
50.600,78.854
50.620,79.850
50.640,80.970
50.660,81.853
50.680,81.791
50.700,80.572
50.720,78.294
50.740,75.096
50.760,72.221
50.780,69.595
50.800,66.969
50.820,65.600
50.840,64.878
50.860,68.076
50.880,92.494
50.900,119.177
50.920,133.079
50.940,141.467
50.960,138.654
50.980,132.096
51.000,122.475
51.020,112.818
51.040,102.538
51.060,92.519
51.080,85.264
51.100,81.219
51.120,79.489
51.140,79.788
51.160,80.870
51.180,82.538
51.200,82.451
51.220,82.239
51.240,81.468
51.260,78.966
51.280,76.265
51.300,72.967
51.320,70.229
51.340,68.176
51.360,66.185
51.380,64.542
51.400,66.944
51.420,89.246
51.440,117.024
51.460,132.071
51.480,141.604
51.500,139.476
51.520,134.311
51.540,126.420
51.560,117.485
51.580,107.479
51.600,97.622
51.620,89.246
51.640,83.322
51.660,80.447
51.680,79.974
51.700,80.522
51.720,81.928
51.740,82.488
51.760,82.998
51.780,81.978
51.800,80.360
51.820,77.522
51.840,74.349
51.860,71.051
51.880,68.388
51.900,66.620
51.920,64.753
51.940,63.820
51.960,77.124
51.980,108.922
52.000,126.545
52.020,139.550
52.040,141.878
52.060,137.273
52.080,130.527
52.100,121.629
52.120,111.884
52.140,101.331
52.160,91.860
52.180,85.351
52.200,81.269
52.220,80.049
52.240,80.385
52.260,81.356
52.280,82.289
52.300,82.264
52.320,82.077
52.340,80.621
52.360,78.244
52.380,75.233
52.400,71.847
52.420,68.997
52.440,66.844
52.460,65.401
52.480,64.368
52.500,70.205
52.520,97.572
52.540,120.733
52.560,134.274
52.580,140.546
52.600,136.812
52.620,130.391
52.640,121.679
52.660,111.735
52.680,101.555
52.700,92.220
52.720,85.400
52.740,81.169
52.760,79.601
52.780,79.850
52.800,80.808
52.820,81.878
52.840,82.264
52.860,82.264
52.880,81.318
52.900,79.240
52.920,76.465
52.940,73.839
52.960,70.553
52.980,68.512
53.000,66.720
53.020,65.450
53.040,67.641
53.060,89.557
53.080,116.041
53.100,132.830
53.120,141.069
53.140,139.314
53.160,133.029
53.180,124.740
53.200,114.585
53.220,104.877
53.240,94.498
53.260,87.068
53.280,82.127
53.300,79.949
53.320,79.987
53.340,80.895
53.360,81.779
53.380,82.638
53.400,82.289
53.420,81.766
53.440,79.476
53.460,76.751
53.480,73.602
53.500,70.727
53.520,68.101
53.540,66.284
53.560,64.417
53.580,63.820
53.600,75.593
53.620,106.657
53.640,126.520
53.660,139.812
53.680,142.164
53.700,137.858
53.720,131.461
53.740,123.135
53.760,113.291
53.780,102.787
53.800,93.365
53.820,86.633
53.840,82.463
53.860,80.435
53.880,80.708
53.900,81.443
53.920,82.102
53.940,82.687
53.960,82.339
53.980,80.957
54.000,78.705
54.020,75.793
54.040,72.221
54.060,69.794
54.080,67.429
54.100,65.600
54.120,64.218
54.140,68.773
54.160,96.365
54.180,121.579
54.200,135.033
54.220,142.214
54.240,138.978
54.260,133.041
54.280,124.641
54.300,114.759
54.320,104.479
54.340,95.195
54.360,87.043
54.380,82.177
54.400,79.850
54.420,79.564
54.440,80.198
54.460,81.231
54.480,81.903
54.500,81.729
54.520,80.982
54.540,79.066
54.560,76.191
54.580,72.880
54.600,69.943
54.620,67.740
54.640,65.712
54.660,63.969
54.680,64.940
54.700,83.023
54.720,112.258
54.740,127.765
54.760,138.965
54.780,138.580
54.800,132.432
54.820,125.524
54.840,116.738
54.860,106.321
54.880,96.875
54.900,87.093
54.920,82.127
54.940,79.327
54.960,78.867
54.980,79.750
55.000,81.269
55.020,82.202
55.040,82.700
55.060,82.040
55.080,80.659
55.100,77.883
55.120,74.971
55.140,72.022
55.160,69.408
55.180,66.894
55.200,65.202
55.220,64.380
55.240,74.760
55.260,105.425
55.280,125.624
55.300,138.480
55.320,141.741
55.340,137.061
55.360,130.515
55.380,121.094
55.400,111.474
55.420,101.480
55.440,91.785
55.460,84.641
55.480,81.430
55.500,79.651
55.520,79.999
55.540,80.957
55.560,81.766
55.580,82.314
55.600,81.978
55.620,80.335
55.640,77.983
55.660,75.556
55.680,72.146
55.700,69.557
55.720,67.143
55.740,65.662
55.760,63.721
55.780,65.612
55.800,87.404
55.820,116.190
55.840,131.150
55.860,141.243
55.880,140.646
55.900,135.891
55.920,128.063
55.940,120.123
55.960,110.403
55.980,99.364
56.000,90.242
56.020,84.517
56.040,81.107
56.060,80.248
56.080,80.870
56.100,81.542
56.120,82.451
56.140,82.463
56.160,81.978
56.180,80.236
56.200,77.933
56.220,74.610
56.240,71.200
56.260,68.437
56.280,66.546
56.300,64.629
56.320,63.559
56.340,69.893
56.360,98.879
56.380,122.289
56.400,135.481
56.420,141.343
56.440,137.758
56.460,131.050
56.480,122.189
56.500,112.594
56.520,102.476
56.540,92.992
56.560,85.562
56.580,81.281
56.600,79.414
56.620,79.389
56.640,80.298
56.660,80.858
56.680,81.331
56.700,81.368
56.720,80.260
56.740,78.593
56.760,75.743
56.780,72.457
56.800,69.632
56.820,67.305
56.840,65.500
56.860,63.982
56.880,63.808
56.900,78.618
56.920,109.121
56.940,126.321
56.960,138.343
56.980,140.110
57.000,134.025
57.020,126.956
57.040,117.684
57.060,106.769
57.080,96.415
57.100,88.201
57.120,82.613
57.140,79.850
57.160,79.900
57.180,80.708
57.200,81.368
57.220,81.791
57.240,81.853
57.260,80.933
57.280,79.924
57.300,77.784
57.320,74.461
57.340,72.146
57.360,69.259
57.380,66.919
57.400,65.127
57.420,64.330
57.440,68.985
57.460,96.477
57.480,120.882
57.500,134.510
57.520,141.280
57.540,138.517
57.560,132.021
57.580,123.608
57.600,114.000
57.620,103.023
57.640,93.291
57.660,85.662
57.680,81.356
57.700,79.489
57.720,79.427
57.740,80.310
57.760,81.356
57.780,81.953
57.800,81.878
57.820,80.845
57.840,79.028
57.860,75.793
57.880,72.818
57.900,70.068
57.920,67.255
57.940,65.314
57.960,63.795
57.980,63.708
58.000,78.045
58.020,108.661
58.040,125.823
58.060,138.356
58.080,140.496
58.100,136.302
58.120,129.905
58.140,121.604
58.160,111.187
58.180,100.484
58.200,91.001
58.220,84.131
58.240,80.360
58.260,79.327
58.280,79.651
58.300,80.870
58.320,81.306
58.340,81.766
58.360,81.269
58.380,80.012
58.400,77.224
58.420,74.349
58.440,71.188
58.460,68.313
58.480,66.222
58.500,64.417
58.520,63.384
58.540,67.541
58.560,94.834
58.580,118.791
58.600,132.357
58.620,139.787
58.640,137.173
58.660,130.478
58.680,122.065
58.700,112.494
58.720,102.276
58.740,92.743
58.760,85.587
58.780,80.708
58.800,78.867
58.820,78.369
58.840,79.327
58.860,80.136
58.880,80.821
58.900,80.870
58.920,80.186
58.940,78.356
58.960,75.656
58.980,72.893
59.000,69.918
59.020,67.516
59.040,65.749
59.060,63.857
59.080,64.368
59.100,80.335
59.120,110.042
59.140,126.010
59.160,137.708
59.180,138.244
59.200,132.793
59.220,124.790
59.240,114.908
59.260,104.380
59.280,93.988
59.300,86.545
59.320,81.256
59.340,78.954
59.360,78.468
59.380,79.651
59.400,80.646
59.420,81.231
59.440,81.393
59.460,80.845
59.480,79.028
59.500,76.726
59.520,73.453
59.540,70.789
59.560,67.865
59.580,65.973
59.600,64.467
59.620,63.248
59.640,71.101
59.660,100.696
59.680,122.724
59.700,135.755
59.720,140.496
59.740,136.091
59.760,129.109
59.780,120.696
59.800,110.714
59.820,100.895
59.840,91.349
59.860,84.442
59.880,80.148
59.900,79.265
59.920,79.414
59.940,80.460
59.960,81.219
59.980,81.891
